categoria|status|monto|nog|nit_proveedor|nit_comprador|descripcion|fecha_publicada|modalidad_compra|tipo_ofertas|fecha_presentacion_ofertas|nombre_comprador|unidades|fecha_adjudicada|fecha_cierre_ofertas
Salud e insumos hospitalarios|Terminado adjudicado|Q6,957.68|4880226|30342074|2342855|PLACA BLOQUEADA PARA EXTREMO DISTAL DE RADIO DERECHO 2.4/2.7 MDE ANGULO VARIABLE CON 6 TORNILLOS DISTALES  BLOQUEADOS Y 6 COTICALES PROXIMALES CON SET COMPLETO DE COLOCACION Y ESCOGENCIA    PRES 3228|16.mayo.2016 Hora:4:46:32 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:12:59:38 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,915.18|4884574|7593589|2342855|PLACA LCDCP DE 4.5MM. DE 8 A 10 AGUJEROS CON SET|17.mayo.2016 Hora:2:47:21 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|4|25.junio.2016 Hora:6:28:50 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Papelería y artículos de librería|Terminado adjudicado|Q21,810.11|5037123|41845579|3225399|Compra de Marcadores Permanentes y para Pizarra con punta Biselada para Establecimientos Educativos de los Niveles Pre Primaria y Primaria del Sector Oficial del Depto.de Zacapa que no cuentan con OPF|18.junio.2016 Hora:12:03:05 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|22.junio.2016 Hora:8:30:00 a. m.|DIRECCION DEPARTAMENTAL DE EDUCACIÓN DE ZACAPA|4|25.junio.2016 Hora:1:37:03 p. m.|22.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q22,978.57|4885988|26152304|2342855|TORNILLOS PARA FIJACION CERVICAL POSTERIOR|17.mayo.2016 Hora:2:53:41 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|2|25.junio.2016 Hora:7:30:48 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q8,071.43|4879678|22341102|2342855|PLACA TUBO DESLIZANTE BLOQUEADA PARA CADERA IZQUIERDA DE 125Ø Y ANTEVERSION DE 8 º DE 2 AGUJEROS CON TORNILLOS BLOQUEADOS DIVERGENTES CON TORNILLO DESLIZANTE DE 79-110MM DE LONGITUD  PRES 3223|16.mayo.2016 Hora:4:43:30 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:11:59:00 a. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,276.79|4885481|22341102|2342855|TORNILLOS CANULADOS DE TITANIO DE 6.5MM DE 40-90MM|17.mayo.2016 Hora:2:50:03 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|2|25.junio.2016 Hora:5:48:35 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q47,477.14|5044170|7950837|2342855|LISTADO 2997-2016 ENZALUTAMIDA GUATECOMPRAS|21.junio.2016 Hora:10:35:31 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|25.junio.2016 Hora:12:15:54 p. m.|23.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,416.96|4881567|22341102|2342855|PLACA DE RECONSTRUCCION DE 3.5MM DE A 8 A 10|16.mayo.2016 Hora:4:51:01 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:3:36:53 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,495.54|4880536|22341102|2342855|TORNILLO DE TITANIO DE 2.0MM DE DIAMETRO CON SU RESPECTIVA SUTURA DE ULTRA ALTO PESO MOLECULAR Y SET COMPLETO DE COLOCACION Y ESCOGENCIA   PRES 3232/2016|16.mayo.2016 Hora:4:47:44 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:2:32:59 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,640.89|5044251|320811|2342855|LISTADO 2998-2016 HEPA MERZ GUATECOMPRAS|21.junio.2016 Hora:10:39:06 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|25.junio.2016 Hora:12:20:07 p. m.|23.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,437.50|4880412|22341102|2342855|PLACA DE RECONSTRUCCIÓN DE 3.5 MM DE 8 A 10 AGUJEROS CON 10 TORNILLOS CORTICALES CON SET COMPLETO DE COLOCACIÓN Y ESCOGENCIA    PRES 3230|16.mayo.2016 Hora:4:47:22 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:2:20:03 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q433.04|4887360|7593589|2342855|TORNILLOS DE CORTICAL DE 3.5 MM.|17.mayo.2016 Hora:3:01:14 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|3|25.junio.2016 Hora:8:12:40 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q76,752.00|5035082|77357701|6578527|CONSERVACIÓN CAMINO HACIA LA ZONA DE CHUVA COLOMBA|19.junio.2016 Hora:9:59:47 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|21.junio.2016 Hora:2:00:00 p. m.|DEPARTAMENTO DE COMPRAS Y CONTRATACIONES|1|25.junio.2016 Hora:10:50:46 p. m.|21.junio.2016 Hora:2:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q3,475.89|4885805|26152304|2342855|PLACA PARA FIJACION CERVICAL ANTERIOR DE 3 NIVELES|17.mayo.2016 Hora:2:53:18 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|2|25.junio.2016 Hora:7:00:18 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Papelería y artículos de librería|Terminado adjudicado|Q24,096.80|5037212|3954684|3225399|Compra de Block de Hojas tamaño oficio de Papel Iris en Colores Surtidos, para Establecimientos Educativos Niveles Pre Primaria y Primaria del Sector Oficial Depto. de Zacapa que no cuentan con OPF|18.junio.2016 Hora:4:01:19 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|22.junio.2016 Hora:9:00:00 a. m.|DIRECCION DEPARTAMENTAL DE EDUCACIÓN DE ZACAPA|1|25.junio.2016 Hora:4:03:20 p. m.|22.junio.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q9,464.29|4880986|5801338|2342855|IMPLANTE TOTAL DE RODILLA CON LAS SIGUIENTES CARACTERISTICAS: MODULAR ANATOMICA COMPONENTE FEMORAL DE LA ALEACION DE|16.mayo.2016 Hora:4:49:03 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:2:57:31 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q52,306.88|5044685|22345388|2342855|LISTADO 3000-2016 CODIGO 2065 GUATECOMPRAS.|21.junio.2016 Hora:11:25:11 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|25.junio.2016 Hora:12:21:53 p. m.|23.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,839.29|4878868|7593589|2342855|PLACA RECTA DE 10 AGUJEROS SISTEMA 2.7|16.mayo.2016 Hora:4:41:34 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|2|25.junio.2016 Hora:11:38:28 a. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q7,415.18|4879759|7834284|2342855|BOTON DE FIJACIÓN EXTRA CORTICAL, TORNILLO INTERFERENCIAL BIOABSORBIBLE, LOOP DE POLIETILENO DE ULTRA ALTO PESO MOLECULAR, GRAPA DENTADA PARA FIJACIÓN      PRES 3224|16.mayo.2016 Hora:4:44:01 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|8|25.junio.2016 Hora:12:20:55 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,723.21|4886046|7593589|2342855|MALLA PARA PISO DE ORBITA SISTEMA 1.6|17.mayo.2016 Hora:2:54:02 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|4|25.junio.2016 Hora:7:38:31 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,366.07|4886127|7593589|2342855|MALLA PARA PISO DE ORBITA SISTEMA 1.6|17.mayo.2016 Hora:2:55:03 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|4|25.junio.2016 Hora:7:48:25 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,022.32|4877896|7593589|2342855|PLACA EN T PARA TIBIA DERECHA DISTAL DE 4.5 MM.DE 10 A 12 AGUJEROS CON SET COMPLETO DE COLOCACIÓN Y ESCOGENCIA.   PRES 3205|16.mayo.2016 Hora:4:37:58 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|4|25.junio.2016 Hora:10:20:45 a. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,437.50|4887263|22341102|2342855|PLACA DE RECONSTRUCCION DE 3.5 MM DE 8 A 10 AGUJEROS|17.mayo.2016 Hora:3:00:02 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:11:43:11 a. m.|19.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q6,785.71|4880846|7834284|2342855|BOTON DE FIJACION EXTRACORTICAL|16.mayo.2016 Hora:4:48:39 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|6|25.junio.2016 Hora:2:49:00 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,022.32|4881338|7834284|2342855|PUNTA DE RASURADOR ARTROSCÓPICO PARA TEJIDOS BLANDOS DE 4.0   PRE 3238|16.mayo.2016 Hora:4:50:09 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:3:17:25 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q9,464.29|4881230|5801338|2342855|IMPLANTE TOTAL DE RODILLA CON LAS SIGUIENTES CARACTERISTICAS|16.mayo.2016 Hora:4:49:46 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:3:12:54 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,022.32|4887824|7834284|2342855|PUNTA PARA RASURADOR ARTROSCÓPICO DE 4.0MM FAVOR ENVIAR SET DE ESCOGENCIA    PRES 3266|17.mayo.2016 Hora:3:03:31 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:8:38:31 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,392.86|4880129|22341102|2342855|PLACA LCDCP DE 4.5MM ESTRECHO DE 12 A 14 AGUJEROS|16.mayo.2016 Hora:4:45:07 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:12:33:37 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q17,592.86|5043964|22345388|2342855|LISTADO 2995-2016 GEFITINIB GUATECOMPRAS.|21.junio.2016 Hora:10:38:21 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|25.junio.2016 Hora:12:18:19 p. m.|23.junio.2016 Hora:8:30:00 a. m.
Papelería y artículos de librería|Terminado adjudicado|Q41,046.50|5037131|3954684|3225399|Compra de Crayones de Cera y Madera para Establecimientos Educativos de los Niveles Pre Primaria y Primaria del Sector Oficial del Departamento de Zacapa, que no cuentan con OPF.|18.junio.2016 Hora:1:12:23 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|22.junio.2016 Hora:9:00:00 a. m.|DIRECCION DEPARTAMENTAL DE EDUCACIÓN DE ZACAPA|2|25.junio.2016 Hora:12:52:48 p. m.|22.junio.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q83,473.60|5044901|70331189|2342855|LISTADO 3002-2016 CODIGO 2058 GUATECOMPRAS.|21.junio.2016 Hora:11:27:13 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|25.junio.2016 Hora:12:23:48 p. m.|23.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q60,725.89|5047722|22345388|2342855|LISTADO 3022-2016 IBRUTINIB GUATECOMPRAS.|21.junio.2016 Hora:4:44:44 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|25.junio.2016 Hora:12:11:29 p. m.|23.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,770.00|4881419|35460180|2342855|PLACA DE RECONSTRUCCION DE 3.5MM DE 8 A 10 AGUJEROS|16.mayo.2016 Hora:4:50:35 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:3:25:02 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q977.68|4886348|72508736|2342855|MALLA PARA PISO DE ORBITA SISTEMA 1.6|17.mayo.2016 Hora:2:59:18 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|4|25.junio.2016 Hora:8:01:48 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q6,216.96|4887492|7593589|2342855|CLAVO BLOQUEADO PARA TIBIA DERECHA DE 28 A 32CM DE 8 A 12MM|17.mayo.2016 Hora:3:02:24 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|2|25.junio.2016 Hora:8:21:40 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,933.04|4881109|7593589|2342855|PLACA LCDCP PARA TIBIA IZQUIERDA DE 4.5 MM. DE 10 - 12 AGUJEROS|16.mayo.2016 Hora:4:49:25 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|4|25.junio.2016 Hora:3:06:40 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,808.00|4878035|35460180|2342855|IMPLANTE TIPO HERMIARTROPLASTIA AUSTIN MOORE CONCABEZA FEMORAL DE 40-45MM DE DIÁMETRO CON SET COMPLETO DE COLOCACIÓN Y ESCOGENCIA   PRES 3207|16.mayo.2016 Hora:4:38:24 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:10:32:18 a. m.|18.mayo.2016 Hora:8:30:00 a. m.
Papelería y artículos de librería|Terminado adjudicado|Q62,627.58|5037115|12772801|3225399|Compra de Cuadernos para Establecimientos Educativos de los Niveles Pre Primaria y Primaria del Sector Oficial del Departamento de Zacapa, que no cuentan con OPF|18.junio.2016 Hora:11:40:30 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|22.junio.2016 Hora:8:30:00 a. m.|DIRECCION DEPARTAMENTAL DE EDUCACIÓN DE ZACAPA|3|25.junio.2016 Hora:1:25:27 p. m.|22.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,973.21|4880609|7593589|2342855|PLACA EN T - L PARA TIBIA PROXIMAL DE 4.5 MM. DE 12 - 14|16.mayo.2016 Hora:4:48:07 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|4|25.junio.2016 Hora:2:40:23 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q9,464.29|4880161|5801338|2342855|IMPLANTE TOTAL DE RODILLA CON LAS SIGUIENTES CARACTERISTICAS:      PRES 3227|16.mayo.2016 Hora:4:46:04 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:12:43:08 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q6,957.68|4880315|30342074|2342855|PLACA BLOQUEADA PARA EXTREMO DISTAL E RADIO DERECHO 2.4/2.7 DE ANGULO VARIABLE CON 6 TORNILLOS DISTALES  BLOQUEADOS Y 6 TORNILLOS CORTICALES PROXIMALES      PRES  3229|16.mayo.2016 Hora:4:46:59 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:2:12:13 p. m.|18.mayo.2016 Hora:8:30:00 a. m.
Construcción y materiales afines|Terminado adjudicado|Q88,457.49|5037263|6753434|6578527|MEJORAMIENTO CALLE SECTOR UNO CANTON LAS DELICIAS COLOMBA|19.junio.2016 Hora:10:40:57 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|21.junio.2016 Hora:2:00:00 p. m.|DEPARTAMENTO DE COMPRAS Y CONTRATACIONES|1|25.junio.2016 Hora:11:27:45 p. m.|21.junio.2016 Hora:2:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q5,000.00|4878256|35460180|2342855|UNA PLACA LCP BLOQUEADA DE 4.5MM DE GROSOR INTERMEDIO DE 10-12 AGUJEROS CON 10-12 TORNILLOS BLOQUEANTES   PRES 3212|16.mayo.2016 Hora:4:39:51 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|2|25.junio.2016 Hora:10:45:06 a. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q740.00|4885384|35460180|2342855|PLACA EN TERCIO DE CAÑA DE 3.5MM DE 5-8 AGUJEROS|17.mayo.2016 Hora:2:49:40 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|3|25.junio.2016 Hora:5:40:07 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q14,196.43|4878345|72508736|2342855|TORNILLOS TRANSPEDICULARES CON CABEZA DE BAJO VOLUMEN, BARRAS LATERALES, CONECTOR TRANSVERSO    PRES 3215/|16.mayo.2016 Hora:4:40:15 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|18.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|3|25.junio.2016 Hora:10:58:25 a. m.|18.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,964.29|4885236|22341102|2342855|PLACA LCDCP REFORZADA ANCHA DE 15-16 AGUJEROS|17.mayo.2016 Hora:2:48:47 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:5:23:33 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Alimentos y semillas|Terminado adjudicado|Q38,394.54|5031583|2386348K|3225399|COMPRA DE BOLSAS DE ESPAGUETI DE 200 GRAMOS PARA ESTABLECIMIENTOS EDUCATIVOS DE LOS NIVELES PRE PRIMARIA Y PRIMARIA DEL SECTOR OFICIAL DEL DEPARTAMENTO DE ZACAPA QUE NO CUENTAN CON OPF|16.junio.2016 Hora:6:00:44 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.junio.2016 Hora:9:30:00 a. m.|DIRECCION DEPARTAMENTAL DE EDUCACIÓN DE ZACAPA|1|25.junio.2016 Hora:5:19:00 p. m.|20.junio.2016 Hora:10:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q73,974.88|5044944|84449497|2342855|LISTADO 3003-2016 CODIGO 2058 GUATECOMPRAS.|21.junio.2016 Hora:11:27:49 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.junio.2016 Hora:8:00:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|25.junio.2016 Hora:12:26:35 p. m.|23.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q250.00|4888006|7593589|2342855|TORNILLOS DE ESPONJOSA DE 3.5MM|17.mayo.2016 Hora:3:05:19 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|3|25.junio.2016 Hora:8:51:13 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q5,183.04|4887336|72508736|2342855|MALLA DE 10 X 10 CM PERFIL 0.6 CON TORNILLOS AUTORROSCANTES    PRES 3260|17.mayo.2016 Hora:3:00:52 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|19.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|25.junio.2016 Hora:8:07:57 p. m.|19.mayo.2016 Hora:8:30:00 a. m.
